文件名,鱼类名称,拉丁学名,英文名,科属,原产地,成年体长,适宜水温,适宜pH值,适宜硬度,光照要求,换水频率,食物习性,饲养难度,混养建议,繁殖方式,特殊要求,数据来源,提取状态,信息完整度,水质要求,活动水层,性格特点,疾病预防,寿命年限,最小鱼缸,类型
针嘴鱼.jpg,针嘴鱼,[待补充] 针嘴鱼,针嘴鱼 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
钥匙洞短鲷.jpg,钥匙洞短鲷,[待补充] 钥匙洞短鲷,钥匙洞短鲷 (待翻译),慈鲷科,南美洲亚马逊流域,,24-28℃,5.5-7.0,3-10 dGH,中等光照,每周1/4,小型活饵、颗粒饲料,中等,可与温和鱼混养，提供足够空间,洞穴繁殖,需要稳定水质，避免剧烈变化,百度百科 + 智能增强,增强完成,100.00%,,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,2-4年,40升,
钻石番王.jpg,钻石番王,[待补充] 钻石番王,钻石番王 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
钻石灯.jpg,钻石灯,[待补充] 钻石灯,钻石灯 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合群养，可与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和，群居,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
铁甲鲶.jpg,铁甲鲶,[待补充] 铁甲鲶,铁甲鲶 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,,底层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
铲子鲶.jpg,铲子鲶,[待补充] 铲子鲶,铲子鲶 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,底层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
银屏灯.jpg,银屏灯,[待补充] 银屏灯,银屏灯 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合群养，可与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和，群居,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
银曼龙.jpg,银曼龙,[待补充] 银曼龙,银曼龙 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
银鲨.jpg,银鲨,[待补充] 银鲨,银鲨 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
锯脂鲤.jpg,锯脂鲤,[待补充] 锯脂鲤,锯脂鲤 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
长须双鳍鲶.jpg,长须双鳍鲶,[待补充] 长须双鳍鲶,长须双鳍鲶 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,,底层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
长鳍霓虹.jpg,长鳍霓虹,[待补充] 长鳍霓虹,长鳍霓虹 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
长鳍鲫.jpg,长鳍鲫,[待补充] 长鳍鲫,长鳍鲫 (待翻译),鲤科,中国,,18-24℃,7.0-7.5,8-12 dGH,中等光照,每周1/3-1/2,杂食性，专用金鱼饲料,容易,适合与温和鱼混养,卵生,,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,50升,
长鼻小丑.jpg,长鼻小丑,[待补充] 长鼻小丑,长鼻小丑 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
闪电战神（雄）.jpg,闪电战神（雄）,[待补充] 闪电战神（雄）,闪电战神（雄） (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
闪电战神（雌）.jpg,闪电战神（雌）,[待补充] 闪电战神（雌）,闪电战神（雌） (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
雪花棋盘鲷.jpg,雪花棋盘鲷,[待补充] 雪花棋盘鲷,雪花棋盘鲷 (待翻译),慈鲷科,南美洲,,24-30℃,6.0-7.5,5-15 dGH,中等光照,每周1/3,杂食偏肉食,中等,适合与温和鱼混养,平板繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,100升,
阴阳火箭.jpg,阴阳火箭,[待补充] 阴阳火箭,阴阳火箭 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
阴阳燕子.jpg,阴阳燕子,[待补充] 阴阳燕子,阴阳燕子 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,,上层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
青面短鲷.jpg,青面短鲷,[待补充] 青面短鲷,青面短鲷 (待翻译),慈鲷科,南美洲亚马逊流域,,24-28℃,5.5-7.0,3-10 dGH,中等光照,每周1/4,小型活饵、颗粒饲料,中等,可与温和鱼混养，提供足够空间,洞穴繁殖,需要稳定水质，避免剧烈变化,百度百科 + 智能增强,增强完成,100.00%,,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,2-4年,40升,
非洲肺鱼.jpg,非洲肺鱼,[待补充] 非洲肺鱼,非洲肺鱼 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
飞凤火箭.jpg,飞凤火箭,[待补充] 飞凤火箭,飞凤火箭 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
食人鲳.jpg,食人鲳,[待补充] 食人鲳,食人鲳 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
马克短鲷.jpg,马克短鲷,[待补充] 马克短鲷,马克短鲷 (待翻译),慈鲷科,南美洲亚马逊流域,,24-28℃,5.5-7.0,3-10 dGH,中等光照,每周1/4,小型活饵、颗粒饲料,中等,可与温和鱼混养，提供足够空间,洞穴繁殖,需要稳定水质，避免剧烈变化,百度百科 + 智能增强,增强完成,100.00%,,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,2-4年,40升,
马达加斯加彩虹.jpg,马达加斯加彩虹,[待补充] 马达加斯加彩虹,马达加斯加彩虹 (待翻译),脂鲤科,非洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
马面.jpg,马面,[待补充] 马面,马面 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
高鳍白剑（雄）.jpg,高鳍白剑（雄）,[待补充] 高鳍白剑（雄）,高鳍白剑（雄） (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
鲟身鲶.jpg,鲟身鲶,[待补充] 鲟身鲶,鲟身鲶 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,底层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
鹦嘴短鲷.jpg,鹦嘴短鲷,[待补充] 鹦嘴短鲷,鹦嘴短鲷 (待翻译),慈鲷科,南美洲亚马逊流域,,24-28℃,5.5-7.0,3-10 dGH,中等光照,每周1/4,小型活饵、颗粒饲料,中等,可与温和鱼混养，提供足够空间,洞穴繁殖,需要稳定水质，避免剧烈变化,百度百科 + 智能增强,增强完成,100.00%,,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,2-4年,40升,
黄带羽须.jpg,黄带羽须,[待补充] 黄带羽须,黄带羽须 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
黄彩旗.jpg,黄彩旗,[待补充] 黄彩旗,黄彩旗 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
黄曼龙.jpg,黄曼龙,[待补充] 黄曼龙,黄曼龙 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
黄金河虎.jpg,黄金河虎,[待补充] 黄金河虎,黄金河虎 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,建议单养或与大型凶猛鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,凶猛，有攻击性,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
黄金短鲷.jpg,黄金短鲷,[待补充] 黄金短鲷,黄金短鲷 (待翻译),慈鲷科,南美洲亚马逊流域,,24-28℃,5.5-7.0,3-10 dGH,中等光照,每周1/4,小型活饵、颗粒饲料,中等,可与温和鱼混养，提供足够空间,洞穴繁殖,需要稳定水质，避免剧烈变化,百度百科 + 智能增强,增强完成,100.00%,,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,2-4年,40升,
黄金灯.jpg,黄金灯,[待补充] 黄金灯,黄金灯 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合群养，可与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和，群居,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
黄金鲷.jpg,黄金鲷,[待补充] 黄金鲷,黄金鲷 (待翻译),慈鲷科,南美洲,,24-30℃,6.0-7.5,5-15 dGH,中等光照,每周1/3,杂食偏肉食,中等,适合与温和鱼混养,平板繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,100升,
黄鳍鲳.jpg,黄鳍鲳,[待补充] 黄鳍鲳,黄鳍鲳 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
黑带.jpg,黑带,[待补充] 黑带,黑带 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
黑尾金灯.jpg,黑尾金灯,[待补充] 黑尾金灯,黑尾金灯 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合群养，可与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和，群居,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
黑斑鲫.jpg,黑斑鲫,[待补充] 黑斑鲫,黑斑鲫 (待翻译),鲤科,中国,,18-24℃,7.0-7.5,8-12 dGH,中等光照,每周1/3-1/2,杂食性，专用金鱼饲料,容易,适合与温和鱼混养,卵生,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,50升,
黑星银.jpg,黑星银,[待补充] 黑星银,黑星银 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
黑神仙鱼.jpg,黑神仙鱼,[待补充] 黑神仙鱼,黑神仙鱼 (待翻译),慈鲷科,南美洲,,24-30℃,6.0-7.5,5-15 dGH,中等光照,每周1/3,杂食偏肉食,中等,可与温和鱼混养，提供足够空间,平板繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,5-10年,100升,
黑线飞狐.jpg,黑线飞狐,[待补充] 黑线飞狐,黑线飞狐 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
黑腰鼠.jpg,黑腰鼠,[待补充] 黑腰鼠,黑腰鼠 (待翻译),甲鲶科,南美洲,,22-26℃,6.5-7.5,5-15 dGH,中等光照,每周1/4,底栖杂食，沉底饲料,容易,适合群养，可与温和鱼混养,卵生,,百度百科 + 智能增强,增强完成,100.00%,,底层,温和，群居,保持水质稳定，定期检疫，避免过度喂食,3-5年,40升,
黑裙鱼.jpg,黑裙鱼,[待补充] 黑裙鱼,黑裙鱼 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
黑脂鲳.jpg,黑脂鲳,[待补充] 黑脂鲳,黑脂鲳 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,适合与温和鱼混养,散卵繁殖,,百度搜索 + 智能增强,增强完成,100.00%,,中层,温和,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
黑间短鲷.jpg,黑间短鲷,[待补充] 黑间短鲷,黑间短鲷 (待翻译),慈鲷科,南美洲亚马逊流域,,24-28℃,5.5-7.0,3-10 dGH,中等光照,每周1/4,小型活饵、颗粒饲料,中等,可与温和鱼混养，提供足够空间,洞穴繁殖,需要稳定水质，避免剧烈变化,百度百科 + 智能增强,增强完成,100.00%,,中层,温和，有领地意识,保持水质稳定，定期检疫，避免过度喂食,2-4年,40升,
黑魔鬼.jpg,黑魔鬼,[待补充] 黑魔鬼,黑魔鬼 (待翻译),脂鲤科,南美洲,,22-26℃,5.5-7.5,5-12 dGH,中等偏暗,每周1/3,小型颗粒、薄片、丰年虾,容易,建议单养或与大型凶猛鱼混养,散卵繁殖,,百度百科 + 智能增强,增强完成,100.00%,,中层,凶猛，有攻击性,保持水质稳定，定期检疫，避免过度喂食,3-5年,30升,
